n_gt,pooled_micro_iou50_pct,pooled_micro_iou75_pct,sequence_macro_iou50_pct,fold_mean_iou50_pct,mean_iou,median_iou,centre_error_mean,centre_error_median,centre_error_p90,config
15292.0,13.536489667800158,0.6473973319382684,5.102745209759419,10.71800381692429,0.26948321926304997,0.2689075630252101,50.75033504094515,2.8248498791378163,303.2199393123138,M1_S0
15292.0,32.98456709390531,9.697881245095475,16.80040170605567,24.15327444822321,0.37451465824670105,0.3734034515843013,50.75033504094515,2.8248498791378163,303.2199393123138,M1_S1
15292.0,36.81663614962072,9.122416950039236,23.502908498990106,27.921014068055097,0.39480574087465486,0.4041949764424695,50.75033504094515,2.8248498791378163,303.2199393123138,M1_S2
15292.0,14.203505100706252,0.6670154329060947,5.494749396928281,11.418563336043807,0.28596398884242125,0.2825813782223284,27.304142484221643,2.5109531352565053,54.58384068645448,M2b_S0
15292.0,37.503269683494636,10.384514778969395,25.920229873123258,29.623278403200032,0.41201802013691113,0.4166714872337032,27.304142484221643,2.5109531352565053,54.58384068645448,M2b_S1
15292.0,40.48522103060424,10.731101229400995,36.267872488616284,37.66143059635209,0.4328728675263787,0.43938689469801717,27.304142484221643,2.5109531352565053,54.58384068645448,M2b_S2
