n_gt,proposal_contains_gt_pct,ranker_selected_gt_compatible_pct,centre_error_mean,centre_error_median,centre_error_p90,mean_iou,median_iou,pooled_micro_iou50_pct,pooled_micro_iou75_pct,sequence_macro_iou50_pct,inference_p50_ms,inference_p95_ms,inference_p99_ms,fold,config
2410.0,91.07883817427386,88.46473029045643,15.137902294575268,4.634964585705735,41.11146542363667,0.16207658103282188,0.04212140007302128,9.08713692946058,0.49792531120331945,4.727979274611399,19.1278,191.43234999999976,371.4827439999979,1,A2
2410.0,91.07883817427386,88.46473029045643,15.137902294575268,4.634964585705735,41.11146542363667,0.22822695950562033,0.1930976100591846,9.50207468879668,0.6224066390041494,10.449870173343601,10.281,64.44679499999995,105.87777499999959,1,A3
2410.0,91.07883817427386,88.46473029045643,15.137902294575268,4.634964585705735,41.11146542363667,0.3676516232515731,0.38448210588959464,26.721991701244814,2.6970954356846475,26.678197214919486,37.93655,140.63568999999993,197.35393299999976,1,A4
2410.0,91.07883817427386,84.149377593361,24.229117997127837,5.318380405098157,95.7827915274872,0.15633125326727157,0.03772290809327846,8.962655601659751,0.49792531120331945,4.66321243523316,10.4114,35.03823999999991,56.52415599999985,1,A2_M1
2410.0,91.07883817427386,84.149377593361,24.229117997127837,5.318380405098157,95.7827915274872,0.33943542648166736,0.35947067401757793,23.153526970954356,2.4896265560165975,16.81920034231808,10.89945,30.469215,40.34568999999997,1,A4_M1
3157.0,99.87329743427304,98.76464998416218,2.723444696474277,1.3294969215363721,2.8652288762578353,0.3458713134542966,0.3047619047619048,18.81533101045296,1.8688628444726005,6.305732484076433,6.4925,37.51262,85.813664,2,M1_S0
3157.0,99.87329743427304,98.76464998416218,2.723444696474277,1.3294969215363721,2.8652288762578353,0.561505135737432,0.5975486507697839,63.8580931263858,21.602787456445995,39.86671384760557,7.0753,12.793980000000001,21.95132000000002,2,M1_S1
3157.0,99.87329743427304,98.76464998416218,2.723444696474277,1.3294969215363721,2.8652288762578353,0.5462622702337987,0.5922148685752695,62.11593284764017,17.706683560342096,50.82507666902571,13.0324,47.43259999999999,88.79649600000002,2,M1_S2
3157.0,99.87329743427304,99.33481152993349,2.0465015009509355,1.3017637918697529,2.8898637919014267,0.348054950578649,0.3047619047619048,19.322141273360785,1.8055115616091226,6.475583864118896,7.4722,10.15598,14.233460000000003,2,M2b_S0
3157.0,99.87329743427304,99.33481152993349,2.0465015009509355,1.3017637918697529,2.8898637919014267,0.5604942888958961,0.5901617059221089,62.62274311054799,20.52581564776687,47.301840056617124,9.1387,12.33738,16.037932000000005,2,M2b_S1
3157.0,99.87329743427304,99.33481152993349,2.0465015009509355,1.3017637918697529,2.8898637919014267,0.5498154184591703,0.5962712827278465,62.74944567627494,18.055115616091225,55.19344184949281,12.4189,18.96881999999999,37.412632,2,M2b_S2
3157.0,99.87329743427304,92.0494140006335,14.88196346874988,3.1622776601683795,6.082762530298219,0.2666020869925811,0.25,6.145074437757365,0.31675641431738993,2.059447983014862,3.7855,5.626119999999999,6.635516000000001,2,A0
3157.0,99.87329743427304,99.33481152993349,7.22731737346738,7.0,10.63014581273465,0.16448475868979764,0.14285714285714285,2.5023756731073803,0.12670256572695598,0.8386411889596603,7.5329,10.245439999999999,13.656176000000011,2,A1
3157.0,99.87329743427304,99.33481152993349,2.0465015009509355,1.3017637918697529,2.8898637919014267,0.348054950578649,0.3047619047619048,19.322141273360785,1.8055115616091226,6.475583864118896,7.2852,9.576119999999998,11.546752000000003,2,A2
3157.0,99.87329743427304,99.33481152993349,2.0465015009509355,1.3017637918697529,2.8898637919014267,0.5604942888958961,0.5901617059221089,62.62274311054799,20.52581564776687,47.301840056617124,9.0299,12.050619999999999,14.542208,2,A3
3157.0,99.87329743427304,99.33481152993349,2.0465015009509355,1.3017637918697529,2.8898637919014267,0.5498154184591703,0.5962712827278465,62.74944567627494,18.055115616091225,55.19344184949281,12.5587,36.07893999999999,65.94312000000004,2,A4
3157.0,99.87329743427304,98.76464998416218,2.723444696474277,1.3294969215363721,2.8652288762578353,0.3458713134542966,0.3047619047619048,18.81533101045296,1.8688628444726005,6.305732484076433,4.5263,6.937459999999999,8.657900000000001,2,A2_M1
3157.0,99.87329743427304,98.76464998416218,2.723444696474277,1.3294969215363721,2.8652288762578353,0.5462622702337987,0.5922148685752695,62.11593284764017,17.706683560342096,50.82507666902571,9.7034,13.176799999999998,24.949232000000023,2,A4_M1
50.0,100.0,42.0,62.773795655305086,40.4950659092876,111.45478164748688,0.06977853811365424,0.0,0.0,0.0,0.0,1.73875,2.922665,3.2689569999999994,3,M1_S0
50.0,100.0,42.0,62.773795655305086,40.4950659092876,111.45478164748688,0.13469071506810174,0.0,6.0,0.0,7.94871794871795,2.3623000000000003,5.3403299999999945,6.617844999999999,3,M1_S1
50.0,100.0,42.0,62.773795655305086,40.4950659092876,111.45478164748688,0.15827479980812237,0.0,10.0,0.0,11.611721611721611,3.5188,4.75,5.690429999999998,3,M1_S2
50.0,100.0,68.0,21.893550684529757,9.11798273808782,66.77624122178777,0.11647693950986411,0.097188995215311,2.0,0.0,1.2820512820512822,2.7232,3.5154849999999995,4.155937999999999,3,M2b_S0
50.0,100.0,68.0,21.893550684529757,9.11798273808782,66.77624122178777,0.2779211758008872,0.3218084983907376,24.0,0.0,25.934065934065938,3.4021,4.405669999999998,5.132716999999999,3,M2b_S1
50.0,100.0,68.0,21.893550684529757,9.11798273808782,66.77624122178777,0.3483570064646828,0.3696224734469511,44.0,0.0,41.904761904761905,4.409050000000001,5.28893,6.092342999999999,3,M2b_S2
