bucket,count,pct_all_gt,pct_failures_only
box_size_error,2640,17.263928851687158,29.00780134051203
centre_error_too_large,4799,31.382422181532828,52.73046917921108
proposal_miss,787,5.14648182055977,8.647401384463246
ranking_error,875,5.721946115616008,9.614328095813647
success_iou50,6191,40.48522103060424,0.0
