d2_rejected_windows,rescue_attempts,rescue_emissions,rescue_true_positives,rescue_false_positives,new_tp_gained,new_fp_introduced,rescue_tp_top20_present,rescue_tp_top1_geometry_ok,rescue_precision
33316,33316,0,0,0,0,0,0,0,0.0
