total_windows,windows_with_gt,empty_windows,pct_with_gt,pct_empty,windows_1_gt,windows_2_gt,windows_3plus_gt,pct_1_gt_among_positive,pct_2_gt_among_positive,pct_3plus_gt_among_positive
106192,15290,90902,14.398448094018383,85.60155190598162,15290,0,0,100.0,0.0,0.0
